Sno,SICK_id,Premise,Hypothesis,Modifier,Premise/Hypothesis/Both,Part of Premise/Hypothesis Modified,Modifier Type,"Ground Truth 
(Total 7 Entailment Relations but also Includes multiple labels for some premise, hypothesis )","CompressedGT
(FE, RE, Neutral & Contradiction)"
244,130,A man is sitting in a field,A man is running in a good field,good,Hypothesis,Object,Adjectives/Adverbs,Neutral,Neutral
245,130,A man is sitting in a good field,A man is running in a good field,good,Both,Object,Adjectives/Adverbs,Neutral,Neutral
246,130,A man is sitting in all but one field,"A man is running in a field
",all but one,Premise,Object,Existential,Neutral,Neutral
247,130,A man is sitting in a field,A man is running in all but one field,all but one,Hypothesis,Object,Existential,Neutral,Neutral
248,130,A man is sitting in all but one field,A man is running in all but one field,all but one,Both,Object,Existential,Neutral,Neutral
249,130,A man is sitting in every field,"A man is running in a field
",every,Premise,Object,Universal,Neutral,Neutral
250,130,A man is sitting in a field,A man is running in every field,every,Hypothesis,Object,Universal,Neutral,Neutral
251,130,A man is sitting in every field,A man is running in every field,every,Both,Object,Universal,Neutral,Neutral
252,130,A man is sitting in a bad field,"A man is running in a field
",bad,Premise,Object,Adjectives/Adverbs,Neutral,Neutral
253,130,A man is sitting in a field,A man is running in a bad field,bad,Hypothesis,Object,Adjectives/Adverbs,Neutral,Neutral
254,130,A man is sitting in a bad field,A man is running in a bad field,bad,Both,Object,Adjectives/Adverbs,Neutral,Neutral
255,130,A man is sitting in a green field,"A man is running in a field
",green,Premise,Object,Adjectives/Adverbs,Neutral,Neutral
256,130,A man is sitting in a field,A man is running in a green field,green,Hypothesis,Object,Adjectives/Adverbs,Neutral,Neutral
257,130,A man is sitting in a green field,A man is running in a green field,green,Both,Object,Adjectives/Adverbs,Neutral,Neutral
258,130,A man is sitting in a happy field,"A man is running in a field
",happy,Premise,Object,Adjectives/Adverbs,Neutral,Neutral
259,130,A man is sitting in a field,A man is running in a happy field,happy,Hypothesis,Object,Adjectives/Adverbs,Neutral,Neutral
260,130,A man is sitting in a happy field,A man is running in a happy field,happy,Both,Object,Adjectives/Adverbs,Neutral,Neutral
261,130,A man is sitting in a an abnormal field,"A man is running in a field
",an abnormal,Premise,Object,Adjectives/Adverbs,Neutral,Neutral
262,130,A man is sitting in a field,A man is running in a an abnormal field,an abnormal,Hypothesis,Object,Adjectives/Adverbs,Neutral,Neutral
263,130,A man is sitting in a an abnormal field,A man is running in a an abnormal field,an abnormal,Both,Object,Adjectives/Adverbs,Neutral,Neutral
264,130,A man is sitting in a sad field,"A man is running in a field
",sad,Premise,Object,Adjectives/Adverbs,Neutral,Neutral
265,130,A man is sitting in a field,A man is running in a sad field,sad,Hypothesis,Object,Adjectives/Adverbs,Neutral,Neutral
266,130,A man is sitting in a sad field,A man is running in a sad field,sad,Both,Object,Adjectives/Adverbs,Neutral,Neutral
267,130,A man is sitting in no field,"A man is running in a field
",no,Premise,Object,Negation,Neutral,Neutral
268,130,A man is sitting in a field,A man is running in no field,no,Hypothesis,Object,Negation,Neutral,Neutral
269,130,A man is sitting in no field,A man is running in no field,no,Both,Object,Negation,Neutral,Neutral
270,130,A man is sitting in some field,"A man is running in a field
",some,Premise,Object,Existential,Neutral,Neutral
271,130,A man is sitting in a field,A man is running in some field,some,Hypothesis,Object,Existential,Neutral,Neutral
272,130,A man is sitting in some field,A man is running in some field,some,Both,Object,Existential,Neutral,Neutral
273,130,A man is sitting in exactly one field,"A man is running in a field
",exactly one,Premise,Object,Existential,Neutral,Neutral
274,130,A man is sitting in a field,A man is running in exactly one field,exactly one,Hypothesis,Object,Existential,Neutral,Neutral
275,130,A man is sitting in exactly one field,A man is running in exactly one field,exactly one,Both,Object,Existential,Neutral,Neutral
276,130,A man is sitting in a an elegant field,"A man is running in a field
",an elegant,Premise,Object,Adjectives/Adverbs,Neutral,Neutral
277,130,A man is sitting in a field,A man is running in a an elegant field,an elegant,Hypothesis,Object,Adjectives/Adverbs,Neutral,Neutral
278,130,A man is sitting in a an elegant field,A man is running in a an elegant field,an elegant,Both,Object,Adjectives/Adverbs,Neutral,Neutral
279,150,a deer is jumping over a fence,a deer is n't jumping over the fence,NONE,NONE,NONE,No Modifiers,Negation|Alternation,Contradiction
280,150,every deer is jumping over a fence,a deer is n't jumping over the fence,every,Premise,Subject,Universal,Negation,Contradiction
281,150,a deer is jumping over a fence,every deer is n't jumping over the fence,every,Hypothesis,Subject,Universal,Negation,Contradiction
282,150,every deer is jumping over a fence,every deer is n't jumping over the fence,every,Both,Subject,Universal,Negation,Contradiction
283,150,some deer is jumping over a fence,a deer is n't jumping over the fence,some,Premise,Subject,Existential,Alternation,Contradiction
284,150,a deer is jumping over a fence,some deer is n't jumping over the fence,some,Hypothesis,Subject,Existential,Alternation,Contradiction
285,150,some deer is jumping over a fence,some deer is n't jumping over the fence,some,Both,Subject,Existential,Alternation,Contradiction
286,150,at least deer is jumping over a fence,a deer is n't jumping over the fence,at least,Premise,Subject,Existential,Alternation,Contradiction
287,150,a deer is jumping over a fence,at least deer is n't jumping over the fence,at least,Hypothesis,Subject,Existential,Alternation,Contradiction
288,150,at least deer is jumping over a fence,at least deer is n't jumping over the fence,at least,Both,Subject,Existential,Alternation,Contradiction
289,150,not every deer is jumping over a fence,a deer is n't jumping over the fence,not every,Premise,Subject,Negation,FE,FE
290,150,a deer is jumping over a fence,not every deer is n't jumping over the fence,not every,Hypothesis,Subject,Negation,RE,RE
291,150,not every deer is jumping over a fence,not every deer is n't jumping over the fence,not every,Both,Subject,Negation,Neutral,Neutral
292,150,exactly one deer is jumping over a fence,a deer is n't jumping over the fence,exactly one,Premise,Subject,Existential,Alternation,Contradiction
293,150,a deer is jumping over a fence,exactly one deer is n't jumping over the fence,exactly one,Hypothesis,Subject,Existential,Alternation,Contradiction
294,150,exactly one deer is jumping over a fence,exactly one deer is n't jumping over the fence,exactly one,Both,Subject,Existential,Alternation,Contradiction
295,150,all but one deer is jumping over a fence,a deer is n't jumping over the fence,all but one,Premise,Subject,Existential,FE,FE
296,150,a deer is jumping over a fence,all but one deer is n't jumping over the fence,all but one,Hypothesis,Subject,Existential,RE,RE
297,150,all but one deer is jumping over a fence,all but one deer is n't jumping over the fence,all but one,Both,Subject,Existential,Neutral,Neutral
298,150,everyone of deer is jumping over a fence,a deer is n't jumping over the fence,everyone of,Premise,Subject,Universal,Negation,Contradiction
299,150,a deer is jumping over a fence,everyone of deer is n't jumping over the fence,everyone of,Hypothesis,Subject,Universal,Negation,Contradiction
300,150,everyone of deer is jumping over a fence,everyone of deer is n't jumping over the fence,everyone of,Both,Subject,Universal,Negation,Contradiction
302,150,a deer is jumping over a fence,no deer is n't jumping over the fence,no,Hypothesis,Subject,Negation,RE,RE
303,150,no deer is jumping over a fence,no deer is n't jumping over the fence,no,Both,Subject,Negation,Negation,Contradiction
304,150,green deer is jumping over a fence,a deer is n't jumping over the fence,green,Premise,Subject,Adjectives/Adverbs,Alternation,Contradiction
305,150,a deer is jumping over a fence,green deer is n't jumping over the fence,green,Hypothesis,Subject,Adjectives/Adverbs,Alternation,Contradiction
306,150,green deer is jumping over a fence,green deer is n't jumping over the fence,green,Both,Subject,Adjectives/Adverbs,Alternation,Contradiction
307,150,happy deer is jumping over a fence,a deer is n't jumping over the fence,happy,Premise,Subject,Adjectives/Adverbs,Alternation,Contradiction
308,150,a deer is jumping over a fence,happy deer is n't jumping over the fence,happy,Hypothesis,Subject,Adjectives/Adverbs,Alternation,Contradiction
309,150,happy deer is jumping over a fence,happy deer is n't jumping over the fence,happy,Both,Subject,Adjectives/Adverbs,Alternation,Contradiction
310,150,sad deer is jumping over a fence,a deer is n't jumping over the fence,sad,Premise,Subject,Adjectives/Adverbs,Alternation,Contradiction
311,150,a deer is jumping over a fence,sad deer is n't jumping over the fence,sad,Hypothesis,Subject,Adjectives/Adverbs,Alternation,Contradiction
312,150,sad deer is jumping over a fence,sad deer is n't jumping over the fence,sad,Both,Subject,Adjectives/Adverbs,Alternation,Contradiction
313,150,good deer is jumping over a fence,a deer is n't jumping over the fence,good,Premise,Subject,Adjectives/Adverbs,Alternation,Contradiction
314,150,a deer is jumping over a fence,good deer is n't jumping over the fence,good,Hypothesis,Subject,Adjectives/Adverbs,Alternation,Contradiction
315,150,good deer is jumping over a fence,good deer is n't jumping over the fence,good,Both,Subject,Adjectives/Adverbs,Alternation,Contradiction
316,150,bad deer is jumping over a fence,a deer is n't jumping over the fence,bad,Premise,Subject,Adjectives/Adverbs,Alternation,Contradiction
317,150,a deer is jumping over a fence,bad deer is n't jumping over the fence,bad,Hypothesis,Subject,Adjectives/Adverbs,Alternation,Contradiction
318,150,bad deer is jumping over a fence,bad deer is n't jumping over the fence,bad,Both,Subject,Adjectives/Adverbs,Alternation,Contradiction
322,150,a deer is not jumping over a fence,a deer isn't not jumping over the fence,not,Both,Verb,Negation,Negation|Alternation,Contradiction
323,150,a deer is abnormally jumping over a fence,a deer is n't jumping over the fence,abnormally,Premise,Verb,Adjectives/Adverbs,Negation|Alternation,Contradiction
324,150,a deer is jumping over a fence,a deer isn't abnormally jumping over the fence,abnormally,Hypothesis,Verb,Adjectives/Adverbs,Negation|Alternation,Contradiction
325,150,a deer is abnormally jumping over a fence,a deer isn't abnormally jumping over the fence,abnormally,Both,Verb,Adjectives/Adverbs,Negation|Alternation,Contradiction
326,150,a deer is elegantly jumping over a fence,a deer is n't jumping over the fence,elegantly,Premise,Verb,Adjectives/Adverbs,Negation|Alternation,Contradiction
327,150,a deer is jumping over a fence,a deer isn't elegantly jumping over the fence,elegantly,Hypothesis,Verb,Adjectives/Adverbs,Negation|Alternation,Contradiction
328,150,a deer is elegantly jumping over a fence,a deer isn't elegantly jumping over the fence,elegantly,Both,Verb,Adjectives/Adverbs,Negation|Alternation,Contradiction
329,150,a deer is always jumping over a fence,a deer is n't jumping over the fence,always,Premise,Verb,Universal,Negation|Alternation,Contradiction
